UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
T,30.67,*,T190315P00027000,,put,03/15/2019,03/15/2019,27,0.01,0,0.01,9,4856,0
T,30.67,*,T190315C00027500,,call,03/15/2019,03/15/2019,27.5,3.05,3.1,3.5,1,449,0
T,30.67,*,T190315P00027500,,put,03/15/2019,03/15/2019,27.5,0.01,0,0.04,0,140,0
T,30.67,*,T190315C00028000,,call,03/15/2019,03/15/2019,28,2.56,2.65,3.2,575,6233,0
T,30.67,*,T190315P00028000,,put,03/15/2019,03/15/2019,28,0.01,0,0.01,0,32757,0
T,30.67,*,T190315C00028500,,call,03/15/2019,03/15/2019,28.5,2.16,2.12,2.19,21,388,0
T,30.67,*,T190315P00028500,,put,03/15/2019,03/15/2019,28.5,0.01,0,0.01,2,2716,0
T,30.67,*,T190315C00029000,,call,03/15/2019,03/15/2019,29,1.65,1.65,1.87,312,4709,0
T,30.67,*,T190315P00029000,,put,03/15/2019,03/15/2019,29,0.01,0,0.01,664,14681,0
T,30.67,*,T190315C00029500,,call,03/15/2019,03/15/2019,29.5,1.08,1.11,1.19,123,2015,0
T,30.67,*,T190315P00029500,,put,03/15/2019,03/15/2019,29.5,0.01,0,0.01,1,7791,0
T,30.67,*,T190315C00030000,,call,03/15/2019,03/15/2019,30,0.64,0.65,0.72,3298,28320,0
T,30.67,*,T190315P00030000,,put,03/15/2019,03/15/2019,30,0.01,0,0.01,271,30136,0
T,30.67,*,T190315C00030500,,call,03/15/2019,03/15/2019,30.5,0.11,0.12,0.19,8184,7570,0
T,30.67,*,T190315P00030500,,put,03/15/2019,03/15/2019,30.5,0.01,0,0.01,1032,5611,0
T,30.67,*,T190315C00031000,,call,03/15/2019,03/15/2019,31,0.01,0,0.01,444,31037,0
T,30.67,*,T190315P00031000,,put,03/15/2019,03/15/2019,31,0.36,0.15,0.35,761,11418,0
T,30.67,*,T190315C00031500,,call,03/15/2019,03/15/2019,31.5,0.01,0,0.01,10,5664,0
T,30.67,*,T190315P00031500,,put,03/15/2019,03/15/2019,31.5,1.1,0.76,0.85,12,865,0
T,30.67,*,T190315C00032000,,call,03/15/2019,03/15/2019,32,0.01,0,0.01,44,15154,0
T,30.67,*,T190315P00032000,,put,03/15/2019,03/15/2019,32,1.4,1.31,1.35,171,2052,0
T,30.67,*,T190315C00032500,,call,03/15/2019,03/15/2019,32.5,0.01,0,0.01,0,2174,0
T,30.67,*,T190315P00032500,,put,03/15/2019,03/15/2019,32.5,2.13,0.99,1.87,0,41,0
T,30.67,*,T190315C00033000,,call,03/15/2019,03/15/2019,33,0.01,0,0.01,733,19705,0
T,30.67,*,T190315P00033000,,put,03/15/2019,03/15/2019,33,2.51,2.31,2.36,98,692,0
T,30.67,*,T190315C00033500,,call,03/15/2019,03/15/2019,33.5,0.01,0,0.01,0,137,0
T,30.67,*,T190315P00033500,,put,03/15/2019,03/15/2019,33.5,2.9,1.79,2.87,0,0,0
T,30.67,*,T190315C00034000,,call,03/15/2019,03/15/2019,34,0.01,0,0.01,0,7277,0
T,30.67,*,T190315P00034000,,put,03/15/2019,03/15/2019,34,3.7,1.83,3.4,0,1,0
T,30.67,*,T190315C00034500,,call,03/15/2019,03/15/2019,34.5,0,0,0.03,0,0,0
T,30.67,*,T190315P00034500,,put,03/15/2019,03/15/2019,34.5,4.2,2.57,6,0,62,0
T,30.67,*,T190315C00035000,,call,03/15/2019,03/15/2019,35,0.01,0,0.01,1,3412,0
T,30.67,*,T190315P00035000,,put,03/15/2019,03/15/2019,35,4.7,4.2,5.95,0,65,0
T,30.67,*,T190315C00035500,,call,03/15/2019,03/15/2019,35.5,0,0,0.03,0,0,0
T,30.67,*,T190315P00035500,,put,03/15/2019,03/15/2019,35.5,4.2,3.15,6.6,0,0,0
T,30.67,*,T190315C00036000,,call,03/15/2019,03/15/2019,36,0.01,0,0.03,0,142,0
T,30.67,*,T190315P00036000,,put,03/15/2019,03/15/2019,36,5.4,4.8,6.95,0,56,0
T,30.67,*,T190315C00036500,,call,03/15/2019,03/15/2019,36.5,0.01,0,0.03,0,1,0
T,30.67,*,T190315P00036500,,put,03/15/2019,03/15/2019,36.5,5.2,4.4,7.6,0,0,0
T,30.67,*,T190315C00037000,,call,03/15/2019,03/15/2019,37,0,0,0.03,0,0,0
T,30.67,*,T190315P00037000,,put,03/15/2019,03/15/2019,37,0,4.25,8.45,0,0,0
T,30.67,*,T190315C00037500,,call,03/15/2019,03/15/2019,37.5,0,0,0.04,0,0,0
T,30.67,*,T190315P00037500,,put,03/15/2019,03/15/2019,37.5,0,6.45,7.4,0,0,0
T,30.67,*,T190315C00038000,,call,03/15/2019,03/15/2019,38,0,0,0.04,0,3,0
T,30.67,*,T190315P00038000,,put,03/15/2019,03/15/2019,38,6.85,5.6,8.8,0,51,0
T,30.67,*,T190315C00039000,,call,03/15/2019,03/15/2019,39,0,0,0.04,0,0,0
T,30.67,*,T190315P00039000,,put,03/15/2019,03/15/2019,39,8.1,6.1,10.6,0,0,0
T,30.67,*,T190322C00022000,,call,03/22/2019,03/15/2019,22,0,8.25,9.05,0,0,0
T,30.67,*,T190322P00022000,,put,03/22/2019,03/15/2019,22,0,0,0.02,0,31,31
T,30.67,*,T190322C00022500,,call,03/22/2019,03/15/2019,22.5,0,7.8,8.55,0,0,0
T,30.67,*,T190322P00022500,,put,03/22/2019,03/15/2019,22.5,0,0,0.02,0,0,0
T,30.67,*,T190322C00023000,,call,03/22/2019,03/15/2019,23,0,6.85,8.05,0,0,0
T,30.67,*,T190322P00023000,,put,03/22/2019,03/15/2019,23,0,0,0.02,0,0,0
T,30.67,*,T190322C00023500,,call,03/22/2019,03/15/2019,23.5,0,7.1,7.55,0,0,0
T,30.67,*,T190322P00023500,,put,03/22/2019,03/15/2019,23.5,0,0,0.02,0,0,0
T,30.67,*,T190322C00024000,,call,03/22/2019,03/15/2019,24,7.05,6.35,6.7,0,20,20
T,30.67,*,T190322P00024000,,put,03/22/2019,03/15/2019,24,0,0,0.02,0,0,0
T,30.67,*,T190322C00024500,,call,03/22/2019,03/15/2019,24.5,5.55,6.1,6.25,0,24,24
T,30.67,*,T190322P00024500,,put,03/22/2019,03/15/2019,24.5,0,0,0.02,0,0,0
T,30.67,*,T190322C00025000,,call,03/22/2019,03/15/2019,25,5.6,5.6,5.75,2,0,2
T,30.67,*,T190322P00025000,,put,03/22/2019,03/15/2019,25,0.01,0,0.02,0,11,11
T,30.67,*,T190322C00025500,,call,03/22/2019,03/15/2019,25.5,5.04,5.1,5.3,3,50,50
T,30.67,*,T190322P00025500,,put,03/22/2019,03/15/2019,25.5,0.06,0,0.02,0,1,1
T,30.67,*,T190322C00026000,,call,03/22/2019,03/15/2019,26,4.52,4.6,4.75,7,104,104
T,30.67,*,T190322P00026000,,put,03/22/2019,03/15/2019,26,0.02,0,0.02,0,15,15
T,30.67,*,T190322C00026500,,call,03/22/2019,03/15/2019,26.5,3.9,4.15,4.25,0,111,111
T,30.67,*,T190322P00026500,,put,03/22/2019,03/15/2019,26.5,0.02,0,0.02,0,27,27
T,30.67,*,T190322C00027000,,call,03/22/2019,03/15/2019,27,3.31,3.65,3.8,0,18,18
T,30.67,*,T190322P00027000,,put,03/22/2019,03/15/2019,27,0.01,0,0.03,0,84,84
T,30.67,*,T190322C00027500,,call,03/22/2019,03/15/2019,27.5,3.1,3.15,3.3,290,568,846
T,30.67,*,T190322P00027500,,put,03/22/2019,03/15/2019,27.5,0.02,0,0.02,0,311,311
T,30.67,*,T190322C00028000,,call,03/22/2019,03/15/2019,28,2.52,2.68,2.74,281,478,403
T,30.67,*,T190322P00028000,,put,03/22/2019,03/15/2019,28,0.02,0.01,0.03,503,1582,2085
T,30.67,*,T190322C00028500,,call,03/22/2019,03/15/2019,28.5,2.03,2.12,2.24,91,176,191
T,30.67,*,T190322P00028500,,put,03/22/2019,03/15/2019,28.5,0.01,0.01,0.02,26,549,549
T,30.67,*,T190322C00029000,,call,03/22/2019,03/15/2019,29,1.42,1.68,1.72,0,251,272
T,30.67,*,T190322P00029000,,put,03/22/2019,03/15/2019,29,0.02,0,0.03,441,1264,1255
T,30.67,*,T190322C00029500,,call,03/22/2019,03/15/2019,29.5,1.16,1.19,1.22,415,688,838
T,30.67,*,T190322P00029500,,put,03/22/2019,03/15/2019,29.5,0.03,0.02,0.04,371,987,1181
T,30.67,*,T190322C00030000,,call,03/22/2019,03/15/2019,30,0.73,0.73,0.75,1341,1777,2187
T,30.67,*,T190322P00030000,,put,03/22/2019,03/15/2019,30,0.06,0.05,0.06,1093,2558,2873
T,30.67,*,T190322C00030500,,call,03/22/2019,03/15/2019,30.5,0.31,0.33,0.35,2940,3459,4432
T,30.67,*,T190322P00030500,,put,03/22/2019,03/15/2019,30.5,0.18,0.15,0.17,1253,1521,2290
T,30.67,*,T190322C00031000,,call,03/22/2019,03/15/2019,31,0.09,0.09,0.1,2592,3887,5153
T,30.67,*,T190322P00031000,,put,03/22/2019,03/15/2019,31,0.42,0.4,0.44,260,3920,3936
T,30.67,*,T190322C00031500,,call,03/22/2019,03/15/2019,31.5,0.02,0.01,0.02,284,3811,3767
T,30.67,*,T190322P00031500,,put,03/22/2019,03/15/2019,31.5,0.86,0.83,0.86,244,132,230
T,30.67,*,T190322C00032000,,call,03/22/2019,03/15/2019,32,0.01,0,0.02,164,4694,4629
T,30.67,*,T190322P00032000,,put,03/22/2019,03/15/2019,32,1.74,1.31,1.37,0,274,274
T,30.67,*,T190322C00032500,,call,03/22/2019,03/15/2019,32.5,0.02,0,0.02,1,401,401
T,30.67,*,T190322P00032500,,put,03/22/2019,03/15/2019,32.5,1.67,1.78,1.87,0,164,164
T,30.67,*,T190322C00033000,,call,03/22/2019,03/15/2019,33,0.02,0,0.02,0,126,126
T,30.67,*,T190322P00033000,,put,03/22/2019,03/15/2019,33,2.6,2.28,2.37,23,0,23
T,30.67,*,T190322C00033500,,call,03/22/2019,03/15/2019,33.5,0.01,0,0.01,0,20,20
T,30.67,*,T190322P00033500,,put,03/22/2019,03/15/2019,33.5,0,2.79,2.86,0,0,0
T,30.67,*,T190322C00034000,,call,03/22/2019,03/15/2019,34,0.01,0,0.01,0,120,120
T,30.67,*,T190322P00034000,,put,03/22/2019,03/15/2019,34,0,3.3,3.4,0,0,0
T,30.67,*,T190322C00034500,,call,03/22/2019,03/15/2019,34.5,0,0,0.02,0,150,150
T,30.67,*,T190322P00034500,,put,03/22/2019,03/15/2019,34.5,0,3.8,3.9,0,0,0
T,30.67,*,T190322C00035000,,call,03/22/2019,03/15/2019,35,0,0,0.02,0,0,0
T,30.67,*,T190322P00035000,,put,03/22/2019,03/15/2019,35,0,4.3,4.4,0,0,0
T,30.67,*,T190322C00035500,,call,03/22/2019,03/15/2019,35.5,0,0,0.02,0,0,0
T,30.67,*,T190322P00035500,,put,03/22/2019,03/15/2019,35.5,0,4.8,4.9,0,0,0
T,30.67,*,T190322C00036000,,call,03/22/2019,03/15/2019,36,0,0,0.02,0,10,10
T,30.67,*,T190322P00036000,,put,03/22/2019,03/15/2019,36,0,5.3,5.4,0,0,0
T,30.67,*,T190322C00037000,,call,03/22/2019,03/15/2019,37,0,0,0.02,0,0,0
T,30.67,*,T190322P00037000,,put,03/22/2019,03/15/2019,37,7.1,6.3,6.4,0,0,0
T,30.67,*,T190322C00037500,,call,03/22/2019,03/15/2019,37.5,0,0,0.02,0,0,0
T,30.67,*,T190322P00037500,,put,03/22/2019,03/15/2019,37.5,0,6.8,6.9,0,0,0
T,30.67,*,T190322C00038000,,call,03/22/2019,03/15/2019,38,0,0,0.02,0,0,0
T,30.67,*,T190322P00038000,,put,03/22/2019,03/15/2019,38,7,7.3,7.4,0,0,0
T,30.67,*,T190329C00021000,,call,03/29/2019,03/15/2019,21,0,7.2,9.95,0,0,0
T,30.67,*,T190329P00021000,,put,03/29/2019,03/15/2019,21,0,0,0.02,0,0,0
T,30.67,*,T190329C00022000,,call,03/29/2019,03/15/2019,22,0,8.5,8.95,0,0,0
T,30.67,*,T190329P00022000,,put,03/29/2019,03/15/2019,22,0,0,0.02,0,0,0
T,30.67,*,T190329C00022500,,call,03/29/2019,03/15/2019,22.5,0,8,8.7,0,0,0
T,30.67,*,T190329P00022500,,put,03/29/2019,03/15/2019,22.5,0.03,0,0.02,0,2,2
T,30.67,*,T190329C00023000,,call,03/29/2019,03/15/2019,23,0,7.4,8.05,0,0,0
T,30.67,*,T190329P00023000,,put,03/29/2019,03/15/2019,23,0,0,0.02,0,0,0
T,30.67,*,T190329C00023500,,call,03/29/2019,03/15/2019,23.5,6.85,7.1,7.45,0,1,1
T,30.67,*,T190329P00023500,,put,03/29/2019,03/15/2019,23.5,0.01,0,0.02,0,20,20
T,30.67,*,T190329C00024000,,call,03/29/2019,03/15/2019,24,0,6.6,6.95,0,0,0
T,30.67,*,T190329P00024000,,put,03/29/2019,03/15/2019,24,0.05,0,0.02,0,5,5
T,30.67,*,T190329C00024500,,call,03/29/2019,03/15/2019,24.5,0,6.1,6.3,0,0,0
T,30.67,*,T190329P00024500,,put,03/29/2019,03/15/2019,24.5,0,0,0.02,0,0,0
T,30.67,*,T190329C00025000,,call,03/29/2019,03/15/2019,25,0,5.4,5.8,0,0,0
T,30.67,*,T190329P00025000,,put,03/29/2019,03/15/2019,25,0.04,0,0.02,0,7,7
T,30.67,*,T190329C00025500,,call,03/29/2019,03/15/2019,25.5,5.05,5.15,5.45,3,0,3
T,30.67,*,T190329P00025500,,put,03/29/2019,03/15/2019,25.5,0.02,0,0.02,0,7,7
T,30.67,*,T190329C00026000,,call,03/29/2019,03/15/2019,26,5.01,4.65,4.8,0,4,4
T,30.67,*,T190329P00026000,,put,03/29/2019,03/15/2019,26,0.02,0,0.02,0,38,38
T,30.67,*,T190329C00026500,,call,03/29/2019,03/15/2019,26.5,3.8,4.15,4.3,0,16,16
T,30.67,*,T190329P00026500,,put,03/29/2019,03/15/2019,26.5,0.03,0,0.03,0,568,568
T,30.67,*,T190329C00027000,,call,03/29/2019,03/15/2019,27,3.34,3.65,3.75,0,18,18
T,30.67,*,T190329P00027000,,put,03/29/2019,03/15/2019,27,0.01,0,0.03,30,171,167
T,30.67,*,T190329C00027500,,call,03/29/2019,03/15/2019,27.5,2.87,3.15,3.25,0,8,8
T,30.67,*,T190329P00027500,,put,03/29/2019,03/15/2019,27.5,0.02,0,0.03,10,55,55
T,30.67,*,T190329C00028000,,call,03/29/2019,03/15/2019,28,2.65,2.69,2.73,26,59,65
T,30.67,*,T190329P00028000,,put,03/29/2019,03/15/2019,28,0.01,0,0.03,0,213,213
T,30.67,*,T190329C00028500,,call,03/29/2019,03/15/2019,28.5,2.12,2.2,2.24,5,45,50
T,30.67,*,T190329P00028500,,put,03/29/2019,03/15/2019,28.5,0.03,0,0.03,10,380,380
T,30.67,*,T190329C00029000,,call,03/29/2019,03/15/2019,29,1.7,1.71,1.75,79,206,285
T,30.67,*,T190329P00029000,,put,03/29/2019,03/15/2019,29,0.04,0.03,0.04,265,1242,1100
T,30.67,*,T190329C00029500,,call,03/29/2019,03/15/2019,29.5,1.2,1.24,1.28,154,395,400
T,30.67,*,T190329P00029500,,put,03/29/2019,03/15/2019,29.5,0.06,0.05,0.07,187,1491,1657
T,30.67,*,T190329C00030000,,call,03/29/2019,03/15/2019,30,0.76,0.8,0.83,661,1966,2098
T,30.67,*,T190329P00030000,,put,03/29/2019,03/15/2019,30,0.13,0.12,0.13,584,2210,2246
T,30.67,*,T190329C00030500,,call,03/29/2019,03/15/2019,30.5,0.45,0.43,0.46,387,1468,1634
T,30.67,*,T190329P00030500,,put,03/29/2019,03/15/2019,30.5,0.26,0.24,0.27,584,1478,1810
T,30.67,*,T190329C00031000,,call,03/29/2019,03/15/2019,31,0.17,0.18,0.2,1691,3596,4451
T,30.67,*,T190329P00031000,,put,03/29/2019,03/15/2019,31,0.54,0.48,0.51,107,631,727
T,30.67,*,T190329C00031500,,call,03/29/2019,03/15/2019,31.5,0.06,0.06,0.07,235,6685,6825
T,30.67,*,T190329P00031500,,put,03/29/2019,03/15/2019,31.5,0.93,0.86,0.9,1,280,281
T,30.67,*,T190329C00032000,,call,03/29/2019,03/15/2019,32,0.01,0.01,0.02,73,6976,7008
T,30.67,*,T190329P00032000,,put,03/29/2019,03/15/2019,32,1.4,1.32,1.36,4,137,140
T,30.67,*,T190329C00032500,,call,03/29/2019,03/15/2019,32.5,0.02,0,0.01,0,1795,1795
T,30.67,*,T190329P00032500,,put,03/29/2019,03/15/2019,32.5,2.01,1.77,1.91,30,4,34
T,30.67,*,T190329C00033000,,call,03/29/2019,03/15/2019,33,0.01,0,0.02,0,338,338
T,30.67,*,T190329P00033000,,put,03/29/2019,03/15/2019,33,2.38,2.27,2.38,0,0,0
T,30.67,*,T190329C00033500,,call,03/29/2019,03/15/2019,33.5,0.01,0,0.02,0,304,304
T,30.67,*,T190329P00033500,,put,03/29/2019,03/15/2019,33.5,2.84,2.77,2.92,0,0,0
T,30.67,*,T190329C00034000,,call,03/29/2019,03/15/2019,34,0,0,0.02,0,66,66
T,30.67,*,T190329P00034000,,put,03/29/2019,03/15/2019,34,4.95,3.3,3.4,0,0,0
T,30.67,*,T190329C00034500,,call,03/29/2019,03/15/2019,34.5,0,0,0.02,0,0,0
T,30.67,*,T190329P00034500,,put,03/29/2019,03/15/2019,34.5,3.85,3.8,3.9,0,0,0
T,30.67,*,T190329C00035000,,call,03/29/2019,03/15/2019,35,0.02,0,0.01,0,10,10
T,30.67,*,T190329P00035000,,put,03/29/2019,03/15/2019,35,4.35,4.25,4.4,0,0,0
T,30.67,*,T190329C00035500,,call,03/29/2019,03/15/2019,35.5,0,0,0.02,0,0,0
T,30.67,*,T190329P00035500,,put,03/29/2019,03/15/2019,35.5,0,4.75,4.9,0,0,0
T,30.67,*,T190329C00036000,,call,03/29/2019,03/15/2019,36,0,0,0.02,0,0,0
T,30.67,*,T190329P00036000,,put,03/29/2019,03/15/2019,36,5.45,5.25,5.4,9,0,9
T,30.67,*,T190329C00036500,,call,03/29/2019,03/15/2019,36.5,0,0,0.02,0,0,0
T,30.67,*,T190329P00036500,,put,03/29/2019,03/15/2019,36.5,5.95,5.8,5.95,2,0,2
T,30.67,*,T190329C00037000,,call,03/29/2019,03/15/2019,37,0,0,0.02,0,0,0
T,30.67,*,T190329P00037000,,put,03/29/2019,03/15/2019,37,0,6.2,6.45,0,0,0
T,30.67,*,T190329C00037500,,call,03/29/2019,03/15/2019,37.5,0,0,0.02,0,0,0
T,30.67,*,T190329P00037500,,put,03/29/2019,03/15/2019,37.5,7,6.55,6.9,0,0,0
T,30.67,*,T190329C00038000,,call,03/29/2019,03/15/2019,38,0,0,0.02,0,0,0
T,30.67,*,T190329P00038000,,put,03/29/2019,03/15/2019,38,0,7.25,7.45,0,0,0
T,30.67,*,T190329C00039000,,call,03/29/2019,03/15/2019,39,0,0,0.02,0,0,0
T,30.67,*,T190329P00039000,,put,03/29/2019,03/15/2019,39,0,8.2,8.7,0,0,0
T,30.67,*,T190405C00023000,,call,04/05/2019,03/15/2019,23,0,7.65,8.15,0,0,0
T,30.67,*,T190405P00023000,,put,04/05/2019,03/15/2019,23,0,0,0.02,0,0,0
T,30.67,*,T190405C00024000,,call,04/05/2019,03/15/2019,24,6.3,6.65,6.75,0,27,27
T,30.67,*,T190405P00024000,,put,04/05/2019,03/15/2019,24,0.01,0,0.02,0,10,10
T,30.67,*,T190405C00024500,,call,04/05/2019,03/15/2019,24.5,0,6.15,6.25,0,0,0
T,30.67,*,T190405P00024500,,put,04/05/2019,03/15/2019,24.5,0.01,0,0.02,0,10,10
T,30.67,*,T190405C00025000,,call,04/05/2019,03/15/2019,25,5.95,5.65,5.75,0,5,5
T,30.67,*,T190405P00025000,,put,04/05/2019,03/15/2019,25,0.01,0,0.03,10,0,10
T,30.67,*,T190405C00025500,,call,04/05/2019,03/15/2019,25.5,0,5.15,5.25,0,0,0
T,30.67,*,T190405P00025500,,put,04/05/2019,03/15/2019,25.5,0,0,0.03,0,0,0
T,30.67,*,T190405C00026000,,call,04/05/2019,03/15/2019,26,5.25,4.65,4.75,0,10,10
T,30.67,*,T190405P00026000,,put,04/05/2019,03/15/2019,26,0,0,0.03,0,0,0
T,30.67,*,T190405C00026500,,call,04/05/2019,03/15/2019,26.5,0,4.15,4.25,0,0,0
T,30.67,*,T190405P00026500,,put,04/05/2019,03/15/2019,26.5,0.02,0,0.01,0,489,489
T,30.67,*,T190405C00027000,,call,04/05/2019,03/15/2019,27,4.35,3.65,3.8,0,4,4
T,30.67,*,T190405P00027000,,put,04/05/2019,03/15/2019,27,0.06,0,0.03,0,68,68
T,30.67,*,T190405C00027500,,call,04/05/2019,03/15/2019,27.5,2.96,3.2,3.3,0,10,10
T,30.67,*,T190405P00027500,,put,04/05/2019,03/15/2019,27.5,0.03,0,0.04,0,44,44
T,30.67,*,T190405C00028000,,call,04/05/2019,03/15/2019,28,2.36,2.69,2.82,0,164,164
T,30.67,*,T190405P00028000,,put,04/05/2019,03/15/2019,28,0.03,0,0.03,20,662,681
T,30.67,*,T190405C00028500,,call,04/05/2019,03/15/2019,28.5,0,2.21,2.32,0,0,0
T,30.67,*,T190405P00028500,,put,04/05/2019,03/15/2019,28.5,0.06,0.03,0.05,0,217,217
T,30.67,*,T190405C00029000,,call,04/05/2019,03/15/2019,29,1.4,1.76,1.79,0,370,370
T,30.67,*,T190405P00029000,,put,04/05/2019,03/15/2019,29,0.08,0.06,0.07,22,554,576
T,30.67,*,T190405C00029500,,call,04/05/2019,03/15/2019,29.5,1.17,1.3,1.33,6,757,760
T,30.67,*,T190405P00029500,,put,04/05/2019,03/15/2019,29.5,0.13,0.1,0.11,15,570,561
T,30.67,*,T190405C00030000,,call,04/05/2019,03/15/2019,30,0.8,0.89,0.92,82,1071,1083
T,30.67,*,T190405P00030000,,put,04/05/2019,03/15/2019,30,0.19,0.18,0.2,97,937,1004
T,30.67,*,T190405C00030500,,call,04/05/2019,03/15/2019,30.5,0.49,0.54,0.56,123,2501,2484
T,30.67,*,T190405P00030500,,put,04/05/2019,03/15/2019,30.5,0.33,0.32,0.35,40,2236,2236
T,30.67,*,T190405C00031000,,call,04/05/2019,03/15/2019,31,0.28,0.28,0.3,1251,1779,2388
T,30.67,*,T190405P00031000,,put,04/05/2019,03/15/2019,31,0.62,0.56,0.59,22,852,864
T,30.67,*,T190405C00031500,,call,04/05/2019,03/15/2019,31.5,0.12,0.12,0.14,85,968,999
T,30.67,*,T190405P00031500,,put,04/05/2019,03/15/2019,31.5,0.97,0.83,0.96,9,88,81
T,30.67,*,T190405C00032000,,call,04/05/2019,03/15/2019,32,0.03,0.04,0.06,0,1091,1091
T,30.67,*,T190405P00032000,,put,04/05/2019,03/15/2019,32,1.6,1.34,1.37,1,25,25
T,30.67,*,T190405C00032500,,call,04/05/2019,03/15/2019,32.5,0.01,0,0.03,0,648,648
T,30.67,*,T190405P00032500,,put,04/05/2019,03/15/2019,32.5,0,1.76,1.9,0,0,0
T,30.67,*,T190405C00033000,,call,04/05/2019,03/15/2019,33,0.01,0,0.03,0,234,234
T,30.67,*,T190405P00033000,,put,04/05/2019,03/15/2019,33,0,2.26,2.38,0,0,0
T,30.67,*,T190405C00033500,,call,04/05/2019,03/15/2019,33.5,0.02,0,0.02,0,16,16
T,30.67,*,T190405P00033500,,put,04/05/2019,03/15/2019,33.5,0,2.75,2.88,0,0,0
T,30.67,*,T190405C00034000,,call,04/05/2019,03/15/2019,34,0.03,0,0.02,0,20,20
T,30.67,*,T190405P00034000,,put,04/05/2019,03/15/2019,34,2.86,3.25,3.4,0,0,0
T,30.67,*,T190405C00034500,,call,04/05/2019,03/15/2019,34.5,0.02,0,0.02,0,5,5
T,30.67,*,T190405P00034500,,put,04/05/2019,03/15/2019,34.5,0,3.75,3.9,0,0,0
