UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
T,31.36,*,T190329C00021000,,call,03/29/2019,03/29/2019,21,0,8.25,12.5,0,0,0
T,31.36,*,T190329P00021000,,put,03/29/2019,03/29/2019,21,0,0,0.02,0,0,0
T,31.36,*,T190329C00022000,,call,03/29/2019,03/29/2019,22,0,7.25,11.5,0,0,0
T,31.36,*,T190329P00022000,,put,03/29/2019,03/29/2019,22,0,0,0.02,0,0,0
T,31.36,*,T190329C00022500,,call,03/29/2019,03/29/2019,22.5,0,6.6,11.1,0,0,0
T,31.36,*,T190329P00022500,,put,03/29/2019,03/29/2019,22.5,0.03,0,0.02,0,2,0
T,31.36,*,T190329C00023000,,call,03/29/2019,03/29/2019,23,0,6.05,10.6,0,0,0
T,31.36,*,T190329P00023000,,put,03/29/2019,03/29/2019,23,0,0,0.02,0,0,0
T,31.36,*,T190329C00023500,,call,03/29/2019,03/29/2019,23.5,6.85,7.6,9.5,0,1,0
T,31.36,*,T190329P00023500,,put,03/29/2019,03/29/2019,23.5,0.01,0,0.02,0,20,0
T,31.36,*,T190329C00024000,,call,03/29/2019,03/29/2019,24,0,7.1,8.65,0,0,0
T,31.36,*,T190329P00024000,,put,03/29/2019,03/29/2019,24,0.05,0,0.02,0,5,0
T,31.36,*,T190329C00024500,,call,03/29/2019,03/29/2019,24.5,0,6.6,8.15,0,0,0
T,31.36,*,T190329P00024500,,put,03/29/2019,03/29/2019,24.5,0,0,0.02,0,0,0
T,31.36,*,T190329C00025000,,call,03/29/2019,03/29/2019,25,0,6.2,7.75,0,0,0
T,31.36,*,T190329P00025000,,put,03/29/2019,03/29/2019,25,0.04,0,0.02,0,7,0
T,31.36,*,T190329C00025500,,call,03/29/2019,03/29/2019,25.5,5.25,5.45,6.65,0,3,0
T,31.36,*,T190329P00025500,,put,03/29/2019,03/29/2019,25.5,0.02,0,0.02,0,7,0
T,31.36,*,T190329C00026000,,call,03/29/2019,03/29/2019,26,5.25,5.15,5.45,4,4,0
T,31.36,*,T190329P00026000,,put,03/29/2019,03/29/2019,26,0.02,0,0.02,0,38,0
T,31.36,*,T190329C00026500,,call,03/29/2019,03/29/2019,26.5,3.8,4.55,5.05,0,16,0
T,31.36,*,T190329P00026500,,put,03/29/2019,03/29/2019,26.5,0,0,0.02,0,568,0
T,31.36,*,T190329C00027000,,call,03/29/2019,03/29/2019,27,4.25,4.05,4.45,0,33,0
T,31.36,*,T190329P00027000,,put,03/29/2019,03/29/2019,27,0.01,0,0.02,0,167,0
